IATA,Name,City,Official Country Name
GUU,Grundarfjörður Airport,Grundarfjörður,Republic of Iceland
GJR,Gjögur Airport,Gjögur,Republic of Iceland
GRY,Grímsey Airport,Grímsey,Republic of Iceland
HVK,Hólmavík Airport,Hólmavík,Republic of Iceland
HFN,Hornafjörðu Airport,Höfn,Republic of Iceland
FLI,Holt Airport,Flateyri,Republic of Iceland
HZK,Húsavík Airport,Húsavík,Republic of Iceland
IFJ,Ísafjörður Airport,Ísafjörður,Republic of Iceland
KEF,Keflavik International Airport,Reykjavik,Republic of Iceland
OPA,Kópasker Airport,Kópasker,Republic of Iceland
SAK,Sauðárkrókur Airport,Sauðárkrókur,Republic of Iceland
NOR,Norðfjörður Airport,Norðfjörður,Republic of Iceland
OFJ,Ólafsfjörður Airport,Ólafsfjörður,Republic of Iceland
RHA,Reykholar Airport,Reykholar,Republic of Iceland
OLI,Rif Airport,Rif,Republic of Iceland
RFN,Raufarhöfn Airport,Raufarhöfn,Republic of Iceland
RKV,Reykjavik Airport,Reykjavik,Republic of Iceland
MVA,Mývatn Airport,Reykjahlíð,Republic of Iceland
SIJ,Siglufjörður Airport,Siglufjörður,Republic of Iceland
SYK,Stykkishólmur Airport,Stykkishólmur,Republic of Iceland
TEY,Þingeyri (Thingeyri) Airport,Þingeyri,Republic of Iceland
THO,Þórshöfn (Thorshofn) Airport,Þórshöfn,Republic of Iceland
VEY,Vestmannaeyjar Airport,Vestmannaeyjar,Republic of Iceland
VPN,Vopnafjörður Airport,Vopnafjörður,Republic of Iceland
SRF,San Rafael Airport,San Rafael,United States of America
PYS,Paradise Skypark Airport,Paradise,United States of America
YZZ,Trail Airport,Trail,Canada
YMB,Merritt Airport,Merritt,Canada
YCA,Courtenay Airpark,Courtenay,Canada
CFQ,Art Sutcliffe Field,Creston,Canada
YAA,Anahim Lake Airport,Anahim Lake,Canada
DGF,Douglas Lake Airport,Douglas Lake,Canada
JHL,Fort MacKay/Albian Aerodrome,Albian Village,Canada
DUQ,Duncan Airport,Duncan,Canada
YHS,Sechelt-Gibsons Airport,Sechelt-Gibsons,Canada
YAD,Moose Lake (Lodge) Airport,Moose Lake,Canada
XQU,Qualicum Beach Airport,Qualicum Beach,Canada
ZEL,Bella Bella (Campbell Island) Airport,Bella Bella,Canada
YTX,Telegraph Creek Airport,Telegraph Creek,Canada
YPB,Port Alberni Airport,Port Alberni,Canada
YBO,Bob Quinn Lake Airport,Bob Quinn Lake,Canada
YWM,Williams Harbour Airport,Williams Harbour,Canada
YSO,Postville Airport,Postville,Canada
YBI,Black Tickle Airport,Black Tickle,Canada
YHG,Charlottetown Airport,Charlottetown,Canada
YFX,St. Lewis (Fox Harbour) Airport,St. Lewis,Canada
YHA,Port Hope Simpson Airport,Port Hope Simpson,Canada
YRG,Rigolet Airport,Rigolet,Canada
DVK,Diavik Airport,Diavik,Canada
YCK,Colville Lake Airport,Colville Lake,Canada
ZFW,Fairview Airport,Fairview,Canada
YJP,Hinton / Jasper-Hinton Airport,Hinton,Canada
YLE,Whati Airport,Whati,Canada
YGC,Grande Cache Airport,Grande Cache,Canada
YDC,Drayton Valley Industrial Airport,Drayton Valley,Canada
NML,Fort McMurray / Mildred Lake Airport,Fort McMurray,Canada
XMP,Macmillan Pass Airport,Macmillan Pass,Canada
DAS,Great Bear Lake Airport,Great Bear Lake,Canada
YFI,Fort Mackay / Firebag,Suncor Energy Site,Canada
YOE,Donnelly Airport,Donnelly,Canada
YDJ,Hatchet Lake Airport,Hatchet Lake,Canada
YDU,Kasba Lake Airport,Kasba Lake,Canada
XCL,Cluff Lake Airport,Cluff Lake,Canada
YKE,Knee Lake Airport,Knee Lake,Canada
SUR,Summer Beaver Airport,Summer Beaver,Canada
YTT,Tisdale Airport,Tisdale,Canada
YAX,Wapekeka Airport,Angling Lake,Canada
WNN,Wunnumin Lake Airport,Wunnumin Lake,Canada
YNO,North Spirit Lake Airport,North Spirit Lake,Canada
YDW,North of Sixty Airport,Obre Lake,Canada
XBE,Bearskin Lake Airport,Bearskin Lake,Canada
YNP,Natuashish Airport,Natuashish,Canada
YPD,Parry Sound Area Municipal Airport,Parry Sound,Canada
XBR,Brockville - Thousand Islands Regional Tackaberry Airport,Brockville,Canada
KIF,Kingfisher Lake Airport,Kingfisher Lake,Canada
YKD,Kincardine Airport,Kincardine,Canada
YOG,Ogoki Post Airport,Ogoki Post,Canada
YEB,Bar River Airport,Bar River,Canada
YHP,Poplar Hill Airport,Poplar Hill,Canada
YSA,Sable Island Landing Strip,Sable Island,Canada
YLS,Lebel-sur-Quevillon Airport,Lebel-sur-Quevillon,Canada
YNX,Snap Lake Airport,Snap Lake,Canada
YKU,Chisasibi Airport,Chisasibi,Canada
ZTB,Tete-a-la-Baleine Airport,Tete-a-la-Baleine,Canada
YAU,Donaldson Airport,Kattiniq,Canada
YFG,Fontanges Airport,Fontanges,Canada
ZLT,La Tabatiere Airport,La Tabatiere,Canada
YAC,Cat Lake Airport,Cat Lake,Canada
YAR,La Grande-3 Airport,La Grande-3,Canada
YAG,Fort Frances Municipal Airport,Fort Frances,Canada
YAH,La Grande-4 Airport,La Grande-4,Canada
YAL,Alert Bay Airport,Alert Bay,Canada
YAM,Sault Ste Marie Airport,Sault Sainte Marie,Canada
XKS,Kasabonika Airport,Kasabonika,Canada
YKG,Kangirsuk Airport,Kangirsuk,Canada
YAT,Attawapiskat Airport,Attawapiskat,Canada
YAY,St. Anthony Airport,St. Anthony,Canada
YAZ,Tofino / Long Beach Airport,Tofino,Canada
YBA,Banff Airport,Banff,Canada
YBB,Kugaaruk Airport,Kugaaruk,Canada
YBC,Baie Comeau Airport,Baie-Comeau,Canada
QBC,Bella Coola Airport,Bella Coola,Canada
YBE,Uranium City Airport,Uranium City,Canada
YBY,Bonnyville Airport,Bonnyville,Canada
YBG,CFB Bagotville,Bagotville,Canada
YBK,Baker Lake Airport,Baker Lake,Canada
YBL,Campbell River Airport,Campbell River,Canada
XTL,Tadoule Lake Airport,Tadoule Lake,Canada
YBR,Brandon Municipal Airport,Brandon,Canada
YBT,Brochet Airport,Brochet,Canada
YBV,Berens River Airport,Berens River,Canada
YBX,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada
YRF,Cartwright Airport,Cartwright,Canada
YCB,Cambridge Bay Airport,Cambridge Bay,Canada
YCC,Cornwall Regional Airport,Cornwall,Canada
YCD,Nanaimo Airport,Nanaimo,Canada
YCE,James T. Field Memorial Aerodrome,Centralia,Canada
YCG,Castlegar Airport,Castlegar,Canada
YCH,Miramichi Airport,Miramichi,Canada
XCM,Chatham Kent Airport,Chatham-Kent,Canada
YCL,Charlo Airport,Charlo,Canada
YCN,Cochrane Airport,Cochrane,Canada
YCO,Kugluktuk Airport,Kugluktuk,Canada
YCQ,Chetwynd Airport,Chetwynd,Canada
YCR,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,Canada
YCS,Chesterfield Inlet Airport,Chesterfield Inlet,Canada
YCT,Coronation Airport,Coronation,Canada
YCW,Chilliwack Airport,Chilliwack,Canada
YCY,Clyde River Airport,Clyde River,Canada
YCZ,Fairmont Hot Springs Airport,Fairmont Hot Springs,Canada
YDA,Dawson City Airport,Dawson City,Canada
YDB,Burwash Airport,Burwash,Canada
YDF,Deer Lake Airport,Deer Lake,Canada
YDL,Dease Lake Airport,Dease Lake,Canada
XRR,Ross River Airport,Ross River,Canada
YDN,Dauphin Barker Airport,Dauphin,Canada
YDO,Dolbeau Lac-Saint-Jean Airport,Saint-Félicien,Canada
YDP,Nain Airport,Nain,Canada
YDQ,Dawson Creek Airport,Dawson Creek,Canada
YEG,Edmonton International Airport,Edmonton,Canada
YEK,Arviat Airport,Arviat,Canada
YEL,Elliot Lake Municipal Airport,Elliot Lake,Canada
YEM,Manitoulin East Municipal Airport,Manitowaning,Canada
YEN,Estevan Airport,Estevan,Canada
YER,Fort Severn Airport,Fort Severn,Canada
YET,Edson Airport,Edson,Canada
YEU,Eureka Airport,Eureka,Canada
YEV,Inuvik (Mike Zubko) Airport,Inuvik,Canada
YEY,Amos Magny Airport,Amos,Canada
YFA,Fort Albany Airport,Fort Albany,Canada
YFB,Iqaluit Airport,Iqaluit,Canada
YFC,Fredericton International Airport,Fredericton,Canada
YFE,Forestville Airport,Forestville,Canada
YFH,Fort Hope Airport,Fort Hope,Canada
YTM,La Macaza / Mont-Tremblant International Inc Airport,Riviere Rouge,Canada
YFO,Flin Flon Airport,Flin Flon,Canada
YFR,Fort Resolution Airport,Fort Resolution,Canada
YFS,Fort Simpson Airport,Fort Simpson,Canada
YMN,Makkovik Airport,Makkovik,Canada
YGB,Texada Gillies Bay Airport,Texada,Canada
YGH,Fort Good Hope Airport,Fort Good Hope,Canada
YGK,Kingston Airport,Kingston,Canada
YGL,La Grande Riviere Airport,Radisson,Canada
YGM,Gimli Industrial Park Airport,Gimli,Canada
YGO,Gods Lake Narrows Airport,Gods Lake Narrows,Canada
YGP,Gaspe (Michel-Pouliot) Airport,Gaspe,Canada
YGQ,Geraldton Greenstone Regional Airport,Geraldton,Canada
YGR,Iles-de-la-Madeleine Airport,Iles-de-la-Madeleine,Canada
YGT,Igloolik Airport,Igloolik,Canada
YGV,Havre St Pierre Airport,Havre St-Pierre,Canada
YGW,Kuujjuarapik Airport,Kuujjuarapik,Canada
YGX,Gillam Airport,Gillam,Canada
YGZ,Grise Fiord Airport,Grise Fiord,Canada
YQC,Quaqtaq Airport,Quaqtaq,Canada
YHB,Hudson Bay Airport,Hudson Bay,Canada
CXH,Vancouver Harbour Airport,Vancouver,Canada
YHD,Dryden Regional Airport,Dryden,Canada
YHE,Hope Airport,Hope,Canada
YHF,Hearst Rene Fontaine Municipal Airport,Hearst,Canada
YNS,Nemiscau Airport,Nemiscau,Canada
YHI,Ulukhaktok Holman Airport,Ulukhaktok,Canada
YHK,Gjoa Haven Airport,Gjoa Haven,Canada
YHM,John C. Munro Hamilton International Airport,Hamilton,Canada
YHN,Hornepayne Municipal Airport,Hornepayne,Canada
YHO,Hopedale Airport,Hopedale,Canada
YHR,Chevery Airport,Chevery,Canada
YHT,Haines Junction Airport,Haines Junction,Canada
YHU,Montréal / St-Hubert Airport,Longueuil,Canada
YHY,Hay River / Merlyn Carter Airport,Hay River,Canada
YHZ,Halifax Robert L. Stanfield International Airport,Halifax,Canada
YIB,Atikokan Municipal Airport,Atikokan,Canada
YDG,Digby / Annapolis Regional Airport,Digby,Canada
YIF,St Augustin Airport,St-Augustin,Canada
YIK,Ivujivik Airport,Ivujivik,Canada
YIO,Pond Inlet Airport,Pond Inlet,Canada
YIV,Island Lake Airport,Island Lake,Canada
YJA,Jasper Airport,Jasper,Canada
YJF,Fort Liard Airport,Fort Liard,Canada
YJN,St-Jean Airport,Saint Jean,Canada
YJT,Stephenville Airport,Stephenville,Canada
YKA,Kamloops Airport,Kamloops,Canada
YKC,Collins Bay Airport,Collins Bay,Canada
LAK,Aklavik Airport,Aklavik,Canada
YKF,Kitchener / Waterloo Airport,Waterloo,Canada
YWB,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Canada
YKJ,Key Lake Airport,Key Lake,Canada
YKL,Schefferville Airport,Schefferville,Canada
AKV,Akulivik Airport,Akulivik,Canada
YKQ,Waskaganish Airport,Waskaganish,Canada
YKX,Kirkland Lake Airport,Kirkland Lake,Canada
YKY,Kindersley Airport,Kindersley,Canada
YPJ,Aupaluk Airport,Aupaluk,Canada
YLB,Lac La Biche Airport,Lac La Biche,Canada
YLC,Kimmirut Airport,Kimmirut,Canada
YLD,Chapleau Airport,Chapleau,Canada
YLH,Lansdowne House Airport,Lansdowne House,Canada
YLJ,Meadow Lake Airport,Meadow Lake,Canada
YSG,Lutselk'e Airport,Lutselk'e,Canada
YLL,Lloydminster Airport,Lloydminster,Canada
YLQ,La Tuque Airport,La Tuque,Canada
YLR,Leaf Rapids Airport,Leaf Rapids,Canada
YLK,Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,Canada
YLT,Alert Airport,Alert,Canada
XGR,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada
YLW,Kelowna Airport,Kelowna,Canada
YMA,Mayo Airport,Mayo,Canada
YME,Matane Airport,Matane,Canada
YMG,Manitouwadge Airport,Manitouwadge,Canada
YMH,Mary's Harbour Airport,Mary's Harbour,Canada
YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada
YML,Charlevoix Airport,Charlevoix,Canada
YMM,Fort McMurray Airport,Fort McMurray,Canada
YMO,Moosonee Airport,Moosonee,Canada
YMT,Chapais Airport,Chibougamau,Canada
YUD,Umiujaq Airport,Umiujaq,Canada
YMW,Maniwaki Airport,Maniwaki,Canada
YMX,Montréal (Mirabel) Airport,Mirabel,Canada
YNA,Natashquan Airport,Natashquan,Canada
YNC,Wemindji Airport,Wemindji,Canada
YND,Ottawa / Gatineau Airport,Gatineau,Canada
YNE,Norway House Airport,Norway House,Canada
YNH,Hudsons Hope Airport,Hudson's Hope,Canada
YLY,Langley Airport,Langley,Canada
YNL,Points North Landing Airport,Points North Landing,Canada
YNM,Matagami Airport,Matagami,Canada
YNN,Nejanilini Lake Airport,Nejanilini Lake,Canada
HZP,Fort Mackay / Horizon Airport,Fort Mackay,Canada
YOA,Ekati Airport,Ekati,Canada
YOC,Old Crow Airport,Old Crow,Canada
YOD,CFB Cold Lake,Cold Lake,Canada
YOH,Oxford House Airport,Oxford House,Canada
YOJ,High Level Airport,High Level,Canada
YOO,Oshawa Airport,Oshawa,Canada
YOP,Rainbow Lake Airport,Rainbow Lake,Canada
YOS,Owen Sound / Billy Bishop Regional Airport,Owen Sound,Canada
YOW,Ottawa / Macdonald-Cartier International Airport,Ottawa,Canada
YPA,Prince Albert (Glass Field) Airport,Prince Albert,Canada
YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,Canada
YPS,Port Hawkesbury Airport,Port Hawkesbury,Canada
YPE,Peace River Airport,Peace River,Canada
YPG,Southport Airport,Portage,Canada
YPH,Inukjuak Airport,Inukjuak,Canada
YPK,Pitt Meadows Airport,Pitt Meadows,Canada
YPL,Pickle Lake Airport,Pickle Lake,Canada
YPM,Pikangikum Airport,Pikangikum,Canada
YPN,Port Menier Airport,Port-Menier,Canada
YPO,Peawanuck Airport,Peawanuck,Canada
YPQ,Peterborough Airport,Peterborough,Canada
YPR,Prince Rupert Airport,Prince Rupert,Canada
YPW,Powell River Airport,Powell River,Canada
YPX,Puvirnituq Airport,Puvirnituq,Canada
YPY,Fort Chipewyan Airport,Fort Chipewyan,Canada
YPZ,Burns Lake Airport,Burns Lake,Canada
YQA,Muskoka Airport,Muskoka,Canada
YQB,Québec City Jean Lesage International Airport,Quebec City,Canada
YQD,The Pas Airport,The Pas,Canada
YQF,Red Deer Regional Airport,Red Deer,Canada
YQG,Windsor Airport,Windsor,Canada
YQH,Watson Lake Airport,Watson Lake,Canada
YQI,Yarmouth Airport,Yarmouth,Canada
YQK,Kenora Airport,Kenora,Canada
YQL,Lethbridge Airport,Lethbridge,Canada
YQM,Moncton / Greater Moncton International Airport,Moncton,Canada
YQN,Nakina Airport,Nakina,Canada
YQQ,Comox Airport,Comox,Canada
YQR,Regina International Airport,Regina,Canada
YQS,St Thomas Municipal Airport,St Thomas,Canada
YQT,Thunder Bay Airport,Thunder Bay,Canada
YQU,Grande Prairie Airport,Grande Prairie,Canada
YQV,Yorkton Municipal Airport,Yorkton,Canada
YQW,North Battleford Airport,North Battleford,Canada
YQX,Gander International Airport,Gander,Canada
YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada
YQZ,Quesnel Airport,Quesnel,Canada
YRA,Rae Lakes Airport,Gameti,Canada
YRB,Resolute Bay Airport,Resolute Bay,Canada
YRI,Riviere-du-Loup Airport,Riviere-du-Loup,Canada
YRJ,Roberval Airport,Roberval,Canada
YRL,Red Lake Airport,Red Lake,Canada
YRM,Rocky Mountain House Airport,Rocky Mountain House,Canada
YRO,Ottawa / Rockcliffe Airport,Ottawa,Canada
YRQ,Trois-Rivieres Airport,Trois-Rivieres,Canada
YRS,Red Sucker Lake Airport,Red Sucker Lake,Canada
YRT,Rankin Inlet Airport,Rankin Inlet,Canada
YRV,Revelstoke Airport,Revelstoke,Canada
YSB,Sudbury Airport,Falconbridge,Canada
YSC,Sherbrooke Airport,Sherbrooke,Canada
YSE,Squamish Airport,Squamish,Canada
YSF,Stony Rapids Airport,Stony Rapids,Canada
YSH,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,Canada
YSJ,Saint John Airport,Saint John,Canada
YSK,Sanikiluaq Airport,Sanikiluaq,Canada
YSL,St Leonard Airport,St Leonard,Canada
YSM,Fort Smith Airport,Fort Smith,Canada
YCM,St. Catharines Niagara District Airport,Niagara-on-the-lake,Canada
YSP,Marathon Airport,Marathon,Canada
YST,St. Theresa Point Airport,St. Theresa Point,Canada
YSU,Summerside Airport,Summerside,Canada
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada
YTA,Pembroke Airport,Pembroke,Canada
YTE,Cape Dorset Airport,Cape Dorset,Canada
YTF,Alma Airport,Alma,Canada
YTH,Thompson Airport,Thompson,Canada
YTL,Big Trout Lake Airport,Big Trout Lake,Canada
YTQ,Tasiujaq Airport,Tasiujaq,Canada
YTR,CFB Trenton,Trenton,Canada
YTS,Timmins Victor M. Power Airport,Timmins,Canada
YTZ,Billy Bishop Toronto City Airport,Toronto,Canada
YUB,Tuktoyaktuk Airport,Tuktoyaktuk,Canada
YUL,Montréal-Pierre Elliott Trudeau International Airport,Dorval,Canada
YUT,Repulse Bay Airport,Repulse Bay,Canada
YUX,Hall Beach Airport,Hall Beach,Canada
YUY,Rouyn-Noranda Airport,McWatters,Canada
YVB,Bonaventure Airport,Bonaventure,Canada
YVC,La Ronge (Barber Field) Airport,La Ronge,Canada
YVG,Vermilion Airport,Vermilion,Canada
YVE,Vernon Airport,Vernon,Canada
YVM,Qikiqtarjuaq Airport,Qikiqtarjuaq,Canada
YVO,Val-d'Or Airport,Bourlamaque,Canada
YVP,Kuujjuaq Airport,Kuujjuaq,Canada
YVQ,Norman Wells Airport,Norman Wells,Canada
YVR,Vancouver International Airport,Richmond,Canada
YVT,Buffalo Narrows Airport,Buffalo Narrows,Canada
YVV,Wiarton Airport,Wiarton,Canada
YVZ,Deer Lake Airport,Deer Lake,Canada
YWA,Petawawa Airport,Petawawa,Canada
YFJ,Wekweeti Airport,Wekweeti,Canada
YWG,Winnipeg James Armstrong Richardson International Airport,Winnipeg,Canada
YWH,Victoria Harbour Airport,Victoria,Canada
YWJ,Deline Airport,Deline,Canada
YWK,Wabush Airport,Wabush,Canada
YWL,Williams Lake Airport,Williams Lake,Canada
YWP,Webequie Airport,Webequie,Canada
YWY,Wrigley Airport,Wrigley,Canada
YXC,Cranbrook / Canadian Rockies Airport,Cranbrook,Canada
YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada
YXH,Medicine Hat Airport,Medicine Hat,Canada
YXJ,Fort St. John Airport,Fort Saint John,Canada
YXK,Rimouski Airport,Rimouski,Canada
YXL,Sioux Lookout Airport,Sioux Lookout,Canada
YXN,Whale Cove Airport,Whale Cove,Canada
YXP,Pangnirtung Airport,Pangnirtung,Canada
YXQ,Beaver Creek Airport,Beaver Creek,Canada
YXR,Earlton (Timiskaming Regional) Airport,Earlton,Canada
YXS,Prince George Airport,Prince George,Canada
YXT,Terrace Airport,Terrace,Canada
YXU,London Airport,London,Canada
YXX,Abbotsford Airport,Abbotsford,Canada
YXY,Erik Nielsen Whitehorse International Airport,Whitehorse,Canada
YXZ,Wawa Airport,Wawa,Canada
YYB,North Bay Airport,North Bay,Canada
YYC,Calgary International Airport,Calgary,Canada
YYD,Smithers Airport,Smithers,Canada
YYE,Fort Nelson Airport,Fort Nelson,Canada
YYF,Penticton Airport,Penticton,Canada
YYG,Charlottetown Airport,Charlottetown,Canada
YYH,Taloyoak Airport,Taloyoak,Canada
YYJ,Victoria International Airport,Victoria,Canada
YYL,Lynn Lake Airport,Lynn Lake,Canada
YYM,Cowley Airport,Cowley,Canada
YYN,Swift Current Airport,Swift Current,Canada
YYQ,Churchill Airport,Churchill,Canada
YYR,Goose Bay Airport,Goose Bay,Canada
YYT,St. John's International Airport,Saint John,Canada
YYU,Kapuskasing Airport,Kapuskasing,Canada
YYW,Armstrong Airport,Armstrong,Canada
YYY,Mont-Joli Airport,Mont Jolie,Canada
YYZ,Toronto Pearson International Airport,Mississauga,Canada
YZE,Gore Bay Manitoulin Airport,Gore Bay,Canada
YZF,Yellowknife Airport,Yellowknife,Canada
YZG,Salluit Airport,Salluit,Canada
YZH,Slave Lake Airport,Slave Lake,Canada
YZP,Sandspit Airport,Sandspit,Canada
YZR,Chris Hadfield Airport,Sarnia,Canada
YZS,Coral Harbour Airport,Coral Harbour,Canada
YZT,Port Hardy Airport,Port Hardy,Canada
YZU,Whitecourt Airport,Whitecourt,Canada
YZV,Sept-Iles Airport,Sept-Iles,Canada
YZW,Teslin Airport,Teslin,Canada
YZX,CFB Greenwood,Greenwood,Canada
ZAC,York Landing Airport,York Landing,Canada
YSN,Salmon Arm Airport,Salmon Arm,Canada
YDT,Boundary Bay Airport,Ladner,Canada
ILF,Ilford Airport,Ilford,Canada
ZBF,Bathurst Airport,Bathurst,Canada
ZBM,Bromont (Roland Desourdy) Airport,Bromont,Canada
KES,Kelsey Airport,Kelsey,Canada
ZEM,Eastmain River Airport,Eastmain River,Canada
ZFA,Faro Airport,Faro,Canada
ZFD,Fond-Du-Lac Airport,Fond-Du-Lac,Canada
XPK,Pukatawagan Airport,Pukatawagan,Canada
ZFM,Fort Mcpherson Airport,Fort Mcpherson,Canada
ZFN,Tulita Airport,Tulita,Canada
ZGF,Grand Forks Airport,Grand Forks,Canada
ZGI,Gods River Airport,Gods River,Canada
ZGR,Little Grand Rapids Airport,Little Grand Rapids,Canada
ZHP,High Prairie Airport,High Prairie,Canada
ZJG,Jenpeg Airport,Jenpeg,Canada
ZJN,Swan River Airport,Swan River,Canada
ZKE,Kashechewan Airport,Kashechewan,Canada
YTD,Thicket Portage Airport,Thicket Portage,Canada
MSA,Muskrat Dam Airport,Muskrat Dam,Canada
ZMH,South Cariboo Region / 108 Mile Airport,108 Mile,Canada
PIW,Pikwitonei Airport,Pikwitonei,Canada
ZMT,Masset Airport,Masset,Canada
XPP,Poplar River Airport,Poplar River,Canada
ZPB,Sachigo Lake Airport,Sachigo Lake,Canada
WPC,Pincher Creek Airport,Pincher Creek,Canada
ZPO,Pinehouse Lake Airport,Pinehouse Lake,Canada
ZRJ,Round Lake (Weagamow Lake) Airport,Round Lake,Canada
ZSJ,Sandy Lake Airport,Sandy Lake,Canada
XSI,South Indian Lake Airport,South Indian Lake,Canada
ZST,Stewart Airport,Stewart,Canada
YDV,Bloodvein River Airport,Bloodvein River,Canada
ZTM,Shamattawa Airport,Shamattawa,Canada
ZUC,Ignace Municipal Airport,Ignace,Canada
ZUM,Churchill Falls Airport,Churchill Falls,Canada
XLB,Lac Brochet Airport,Lac Brochet,Canada
ZWL,Wollaston Lake Airport,Wollaston Lake,Canada
BJA,Soummam Airport,Bejaia,People's Democratic Republic of Algeria
ALG,Houari Boumediene Airport,Algiers,People's Democratic Republic of Algeria
DJG,Djanet Inedbirene Airport,Djanet,People's Democratic Republic of Algeria
VVZ,Illizi Takhamalt Airport,Illizi,People's Democratic Republic of Algeria
QSF,Ain Arnat Airport,Setif,People's Democratic Republic of Algeria
TMR,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,People's Democratic Republic of Algeria
GJL,Jijel Ferhat Abbas Airport,Jijel,People's Democratic Republic of Algeria
MZW,Mecheria Airport,Mecheria,People's Democratic Republic of Algeria
AAE,Annaba Airport,Annabah,People's Democratic Republic of Algeria
CZL,Mohamed Boudiaf International Airport,Constantine,People's Democratic Republic of Algeria
TEE,Cheikh Larbi Tebessi Airport,Tebessi,People's Democratic Republic of Algeria
BLJ,Batna Airport,Batna,People's Democratic Republic of Algeria
TID,Bou Chekif Airport,Tiaret,People's Democratic Republic of Algeria
TIN,Tindouf Airport,Tindouf,People's Democratic Republic of Algeria
CFK,Chlef Aboubakr Belkaid Airport,Chlef,People's Democratic Republic of Algeria
TLM,Zenata – Messali El Hadj Airport,Tlemcen,People's Democratic Republic of Algeria
ORN,Es Senia Airport,Oran,People's Democratic Republic of Algeria
CBH,Bechar Boudghene Ben Ali Lotfi Airport,Bechar,People's Democratic Republic of Algeria
EBH,El Bayadh Airport,El Bayadh,People's Democratic Republic of Algeria
INF,In Guezzam Airport,In Guezzam,People's Democratic Republic of Algeria
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,People's Democratic Republic of Algeria
BSK,Biskra Airport,Biskra,People's Democratic Republic of Algeria
GHA,Noumerat - Moufdi Zakaria Airport,Ghardaia,People's Democratic Republic of Algeria
HME,Oued Irara Airport,Hassi Messaoud,People's Democratic Republic of Algeria
INZ,In Salah Airport,In Salah,People's Democratic Republic of Algeria
TGR,Touggourt Sidi Madhi Airport,Touggourt,People's Democratic Republic of Algeria
LOO,Laghouat Airport,Laghouat,People's Democratic Republic of Algeria
ELU,Guemar Airport,Guemar,People's Democratic Republic of Algeria
TMX,Timimoun Airport,Timimoun,People's Democratic Republic of Algeria
OGX,Ain el Beida Airport,Ouargla,People's Democratic Republic of Algeria
IAM,In Amenas Airport,Amenas,People's Democratic Republic of Algeria
COO,Cadjehoun Airport,Cotonou,Republic of Benin
DJA,Djougou Airport,Djougou,Republic of Benin
KDC,Kandi Airport,Kandi,Republic of Benin
NAE,Natitingou Airport,Natitingou,Republic of Benin
PKO,Parakou Airport,Parakou,Republic of Benin
SVF,Save Airport,Save,Republic of Benin
XKY,Kaya Airport,Kaya,Burkina Faso
OUG,Ouahigouya Airport,Ouahigouya,Burkina Faso
XDJ,Djibo Airport,Djibo,Burkina Faso
XLU,Leo Airport,Leo,Burkina Faso
PUP,Po Airport,Po,Burkina Faso
XBO,Boulsa Airport,Boulsa,Burkina Faso
XBG,Bogande Airport,Bogande,Burkina Faso
DIP,Diapaga Airport,Diapaga,Burkina Faso
DOR,Dori Airport,Dori,Burkina Faso
FNG,Fada N'gourma Airport,Fada N'gourma,Burkina Faso
XGG,Gorom-Gorom Airport,Gorom-Gorom,Burkina Faso
XKA,Kantchari Airport,Kantchari,Burkina Faso
TMQ,Tambao Airport,Tambao,Burkina Faso
XPA,Pama Airport,Pama,Burkina Faso
ARL,Arly Airport,Arly,Burkina Faso
XSE,Sebba Airport,Sebba,Burkina Faso
TEG,Tenkodogo Airport,Tenkodogo,Burkina Faso
XZA,Zabre Airport,Zabre,Burkina Faso
OUA,Ouagadougou Airport,Ouagadougou,Burkina Faso
BNR,Banfora Airport,Banfora,Burkina Faso
DGU,Dedougou Airport,Dedougou,Burkina Faso
XGA,Gaoua Airport,Gaoua,Burkina Faso
XNU,Nouna Airport,Nouna,Burkina Faso
BOY,Bobo Dioulasso Airport,Bobo Dioulasso,Burkina Faso
TUQ,Tougan Airport,Tougan,Burkina Faso
XDE,Diebougou Airport,Diebougou,Burkina Faso
XAR,Aribinda Airport,Aribinda,Burkina Faso
ACC,Kotoka International Airport,Accra,Republic of Ghana
TML,Tamale Airport,Tamale,Republic of Ghana
WZA,Wa Airport,Wa,Republic of Ghana
KMS,Kumasi Airport,Kumasi,Republic of Ghana
NYI,Sunyani Airport,Sunyani,Republic of Ghana
TKD,Takoradi Airport,Sekondi-Takoradi,Republic of Ghana
ABO,Aboisso Airport,Aboisso,Republic of Côte d'Ivoire
